id,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
496345,19007572,valine,Drug,RxNorm,Ingredient,S,11115,1970-01-01,2099-12-31,NA
496520,1707687,vancomycin,Drug,RxNorm,Ingredient,S,11124,1970-01-01,2099-12-31,NA
497031,40241331,rivaroxaban,Drug,RxNorm,Ingredient,S,1114195,2011-07-31,2099-12-31,NA
497038,40241334,rivaroxaban 10 MG Oral Tablet [Xarelto],Drug,RxNorm,Branded Drug,S,1114202,2011-07-31,2099-12-31,NA
497293,1507835,vasopressin (USP),Drug,RxNorm,Ingredient,S,11149,1970-01-01,2099-12-31,NA
497324,40240688,docusate sodium 100 MG Oral Capsule,Drug,RxNorm,Clinical Drug,S,1115005,2011-07-31,2099-12-31,NA
497343,40240992,levothyroxine sodium 0.1 MG Injection,Drug,RxNorm,Clinical Drug,S,1115267,2011-07-31,2099-12-31,NA
497978,40241186,ticagrelor,Drug,RxNorm,Ingredient,S,1116632,2011-07-31,2099-12-31,NA
497985,40241189,ticagrelor 90 MG Oral Tablet [Brilinta],Drug,RxNorm,Branded Drug,S,1116639,2011-07-31,2099-12-31,NA
497991,40240355,"0.5 ML influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML Pre...",Drug,RxNorm,Quant Branded Drug,S,1116693,2011-07-31,2099-12-31,NA
498071,1307863,verapamil,Drug,RxNorm,Ingredient,S,11170,1970-01-01,2099-12-31,NA
498353,19008339,vitamin A,Drug,RxNorm,Ingredient,S,11246,1970-01-01,2099-12-31,NA
498354,1308738,vitamin B12,Drug,RxNorm,Ingredient,S,11248,1970-01-01,2099-12-31,NA
498377,19009540,vitamin E,Drug,RxNorm,Ingredient,S,11256,1970-01-01,2099-12-31,NA
498381,1310149,warfarin,Drug,RxNorm,Ingredient,S,11289,1970-01-01,2099-12-31,NA
498383,19010309,water,Drug,RxNorm,Ingredient,S,11295,1970-01-01,2099-12-31,NA
498412,19011035,lactate,Drug,RxNorm,Ingredient,S,114202,1970-01-01,2099-12-31,NA
498418,911064,zinc oxide,Drug,RxNorm,Ingredient,S,11423,1970-01-01,2099-12-31,NA
498479,711584,levetiracetam,Drug,RxNorm,Ingredient,S,114477,1970-01-01,2099-12-31,NA
498750,1511646,pamidronate,Drug,RxNorm,Ingredient,S,11473,1970-01-01,2099-12-31,NA
499167,40242563,collagenase 0.25 UNT/MG Topical Ointment [Santyl],Drug,RxNorm,Branded Drug,S,1149617,2011-10-02,2099-12-31,NA
499352,19011773,ascorbic acid,Drug,RxNorm,Ingredient,S,1151,1970-01-01,2099-12-31,NA
499842,1512446,doxercalciferol,Drug,RxNorm,Ingredient,S,11516,1970-01-01,2099-12-31,NA
504922,712615,ziprasidone,Drug,RxNorm,Ingredient,S,115698,1970-01-01,2099-12-31,NA
530798,40243203,120 ACTUAT albuterol 0.1 MG/ACTUAT / ipratropium bromide 0.02 MG/ACTUAT Inhalation Spray [Combivent],Drug,RxNorm,Quant Branded Drug,S,1190225,2011-11-06,2099-12-31,NA
530911,40243198,10 ML atropine sulfate 0.1 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,1190546,2011-11-06,2099-12-31,NA
531002,40243447,atropine sulfate 10 MG/ML Ophthalmic Solution,Drug,RxNorm,Clinical Drug,S,1190655,2011-11-06,2099-12-31,NA
531178,1112807,aspirin,Drug,RxNorm,Ingredient,S,1191,1970-01-01,2099-12-31,NA
531335,40243206,2 ML naloxone hydrochloride 1 MG/ML Prefilled Syringe,Drug,RxNorm,Quant Clinical Drug,S,1191250,2011-11-06,2099-12-31,NA
531909,1314002,atenolol,Drug,RxNorm,Ingredient,S,1202,1970-01-01,2099-12-31,NA
531920,1714277,voriconazole,Drug,RxNorm,Ingredient,S,121243,1970-01-01,2099-12-31,NA
531924,914335,atropine,Drug,RxNorm,Ingredient,S,1223,1970-01-01,2099-12-31,NA
531948,40244445,rivaroxaban 15 MG Oral Tablet [Xarelto],Drug,RxNorm,Branded Drug,S,1232084,2011-12-04,2099-12-31,NA
531952,40244449,rivaroxaban 20 MG Oral Tablet [Xarelto],Drug,RxNorm,Branded Drug,S,1232088,2011-12-04,2099-12-31,NA
532139,42707287,1 ML phenylephrine hydrochloride 10 MG/ML Injection [Neo-Synephrine],Drug,RxNorm,Quant Branded Drug,S,1232653,2012-05-07,2099-12-31,NA
532584,42707543,calamine 80 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion,Drug,RxNorm,Clinical Drug,S,1234532,2012-05-07,2099-12-31,NA
532728,42707627,rocuronium bromide 10 MG/ML Injectable Solution,Drug,RxNorm,Clinical Drug,S,1234995,2012-05-07,2099-12-31,NA
532871,42707671,benzocaine 15 MG / menthol 3.6 MG Oral Lozenge [Cepacol Sore Throat Pain Relief],Drug,RxNorm,Branded Drug,S,1235477,2012-05-07,2099-12-31,NA
533579,42707956,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Solution [Diabetic Tussin DM],Drug,RxNorm,Branded Drug,NA,1242114,2012-05-07,2021-01-03,U
533671,42707994,1 ML meperidine hydrochloride 25 MG/ML Cartridge [Demerol],Drug,RxNorm,Quant Branded Drug,S,1242503,2012-05-07,2099-12-31,NA
534118,42708158,"thrombin, bovine 2000 UNT/ML Nasal Spray [Thrombin-JMI]",Drug,RxNorm,Branded Drug,S,1243786,2012-05-07,2099-12-31,NA
534503,42708350,magnesium citrate 58.2 MG/ML Oral Solution [Citroma],Drug,RxNorm,Branded Drug,S,1245168,2012-05-07,2099-12-31,NA
535469,42708743,docusate sodium 10 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,1248119,2012-05-07,2099-12-31,NA
536394,42709158,sodium chloride 6.5 MG/ML Nasal Spray [Ocean brand of sodium chloride],Drug,RxNorm,Branded Drug,S,1251398,2012-05-07,2099-12-31,NA
536783,1715117,aztreonam,Drug,RxNorm,Ingredient,S,1272,1970-01-01,2099-12-31,NA
536836,915175,bacitracin,Drug,RxNorm,Ingredient,S,1291,1970-01-01,2099-12-31,NA
537159,715233,baclofen,Drug,RxNorm,Ingredient,S,1292,1970-01-01,2099-12-31,NA
542259,42873961,"influenza B virus vaccine, B-Wisconsin-1-2010-like virus",Drug,RxNorm,Ingredient,S,1303855,2012-09-04,2099-12-31,NA
542331,42873956,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",Drug,RxNorm,Ingredient,S,1304122,2012-09-04,2099-12-31,NA
542340,42873647,"0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.03 MG/ML Prefilled Syringe [Afluria 20...",Drug,RxNorm,Quant Branded Drug,S,1304131,2012-09-04,2099-12-31,NA
542505,42874153,alpha-tocopherol acetate 1 UNT/ML / ascorbic acid 20 MG/ML / biotin 0.006 MG/ML / cholecalciferol 20 UNT/ML / dexpanthenol 1.5 MG/ML / folic acid 0.06 MG/ML / niacinamide 4 MG/ML / pyridoxine hydrochloride 0.6 MG/ML / riboflavin 0.36 MG/ML / thiamine h...,Drug,RxNorm,Branded Drug,S,1304564,2012-09-04,2099-12-31,NA
545865,42901674,phenytoin 25 MG/ML Oral Suspension,Drug,RxNorm,Clinical Drug,S,1313112,2012-12-03,2099-12-31,NA
546109,42901704,phenytoin 25 MG/ML Oral Suspension [Dilantin],Drug,RxNorm,Branded Drug,S,1313884,2012-12-03,2099-12-31,NA
546112,42901706,phenytoin 50 MG Chewable Tablet [Dilantin],Drug,RxNorm,Branded Drug,S,1313887,2012-12-03,2099-12-31,NA
546743,19011331,barium sulfate,Drug,RxNorm,Ingredient,S,1331,1970-01-01,2099-12-31,NA
546824,915542,brimonidine,Drug,RxNorm,Ingredient,S,134615,1970-01-01,2099-12-31,NA
546899,715997,donepezil,Drug,RxNorm,Ingredient,S,135447,1970-01-01,2099-12-31,NA
547932,1116109,belladonna alkaloids,Drug,RxNorm,Ingredient,S,1359,1970-01-01,2099-12-31,NA
549412,43011826,"heparin sodium, porcine 1000 UNT/ML Injectable Solution",Drug,RxNorm,Clinical Drug,S,1361226,2013-01-07,2099-12-31,NA
549470,43011850,"heparin sodium, porcine 5000 UNT/ML Injectable Solution",Drug,RxNorm,Clinical Drug,S,1361615,2013-01-07,2099-12-31,NA
549558,43011884,"heparin sodium, porcine 10 UNT/ML Prefilled Syringe",Drug,RxNorm,Clinical Drug,S,1362049,2013-01-07,2099-12-31,NA
549571,43011897,"5 ML heparin sodium, porcine 100 UNT/ML Prefilled Syringe",Drug,RxNorm,Quant Clinical Drug,S,1362063,2013-01-07,2099-12-31,NA
549862,43012282,polydextrose,Drug,RxNorm,Ingredient,S,1363053,2013-01-07,2099-12-31,NA
549958,43012036,chlorpheniramine maleate 4 MG Oral Tablet,Drug,RxNorm,Clinical Drug,S,1363309,2013-01-07,2099-12-31,NA
550474,43013024,apixaban,Drug,RxNorm,Ingredient,S,1364430,2013-02-04,2099-12-31,NA
550490,43013031,apixaban 5 MG Oral Tablet [Eliquis],Drug,RxNorm,Branded Drug,S,1364447,2013-02-04,2099-12-31,NA
553793,43526395,prednisolone acetate 10 MG/ML Ophthalmic Suspension,Drug,RxNorm,Clinical Drug,S,1376336,2013-05-06,2099-12-31,NA
553882,1716903,moxifloxacin,Drug,RxNorm,Ingredient,S,139462,1970-01-01,2099-12-31,NA
553888,917006,benzocaine,Drug,RxNorm,Ingredient,S,1399,1970-01-01,2099-12-31,NA
554038,19011661,polyvinyl alcohol 0.014 ML/ML Ophthalmic Solution,Drug,RxNorm,Clinical Drug,S,142004,1970-01-01,2099-12-31,NA
554810,43526897,nimodipine 3 MG/ML Oral Solution [Nymalize],Drug,RxNorm,Branded Drug,S,1423773,2013-06-03,2099-12-31,NA
554832,43526717,glyceryl phosphate,Drug,RxNorm,Ingredient,S,1423803,2013-06-03,2099-12-31,NA
554841,43526962,20 ML sodium glycerophosphate 216 MG/ML Injection [Glycophos],Drug,RxNorm,Quant Branded Drug,S,1423812,2013-06-03,2099-12-31,NA
554929,719174,benztropine,Drug,RxNorm,Ingredient,S,1424,1970-01-01,2099-12-31,NA
556027,43531944,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus",Drug,RxNorm,Ingredient,S,1427022,2013-07-01,2099-12-31,NA
556498,43532878,"0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Fluzon...",Drug,RxNorm,Quant Branded Drug,S,1429607,2013-08-05,2099-12-31,NA
557708,43560451,albuterol 0.833 MG/ML / ipratropium bromide 0.167 MG/ML Inhalation Solution,Drug,RxNorm,Clinical Drug,S,1437702,2013-10-07,2099-12-31,NA
558243,44506695,hydrocortisone 25 MG/ML Topical Cream [Proctozone HC],Drug,RxNorm,Branded Drug,S,1440936,2013-11-04,2099-12-31,NA
559123,44784779,docusate sodium 100 MG Oral Capsule [DOK],Drug,RxNorm,Branded Drug,S,1483571,2014-01-06,2099-12-31,NA
562782,735972,riluzole 50 MG Oral Tablet [Rilutek],Drug,RxNorm,Branded Drug,S,152915,1970-01-01,2099-12-31,NA
562863,19016821,olanzapine 10 MG Oral Tablet [Zyprexa],Drug,RxNorm,Branded Drug,S,153048,1970-01-01,2099-12-31,NA
562890,19016865,glucagon (rDNA) 1 MG Injection [GlucaGen],Drug,RxNorm,Branded Drug,S,153095,1970-01-01,2099-12-31,NA
563885,1347386,irbesartan 150 MG Oral Tablet [Avapro],Drug,RxNorm,Branded Drug,S,153666,1970-01-01,2099-12-31,NA
563890,1347387,irbesartan 300 MG Oral Tablet [Avapro],Drug,RxNorm,Branded Drug,S,153667,1970-01-01,2099-12-31,NA
564650,923672,hyoscyamine,Drug,RxNorm,Ingredient,S,153970,1970-01-01,2099-12-31,NA
565151,45776267,phenylephrine hydrochloride 10 MG/ML Injectable Solution [Vazculep],Drug,RxNorm,Branded Drug,S,1542385,2014-12-01,2099-12-31,NA
565953,45775137,"0.5 ML influenza A virus vaccine, A-Texas-50-2012 X-223A (H3N2), inactivated 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus vaccine,...",Drug,RxNorm,Quant Branded Drug,S,1546095,2014-12-01,2099-12-31,NA
566148,45775571,glycopyrronium,Drug,RxNorm,Ingredient,S,1546438,2014-12-01,2099-12-31,NA
566684,45776699,lidocaine hydrochloride 0.02 MG/MG Topical Gel [Glydo],Drug,RxNorm,Branded Drug,S,1549447,2014-12-01,2099-12-31,NA
567259,19024728,decitabine,Drug,RxNorm,Ingredient,S,15657,2006-11-19,2099-12-31,NA
567270,19024770,biotin,Drug,RxNorm,Ingredient,S,1588,1970-01-01,2099-12-31,NA
567721,45776042,succinylcholine chloride 20 MG/ML Injectable Solution [Quelicin],Drug,RxNorm,Branded Drug,S,1594593,2014-12-01,2099-12-31,NA
567996,924939,bisacodyl,Drug,RxNorm,Ingredient,S,1596,1970-01-01,2099-12-31,NA
568032,45892419,gentamicin,Drug,RxNorm,Ingredient,S,1596450,2015-03-02,2099-12-31,NA
568155,45892526,5000 MG testosterone 0.01 MG/MG Topical Gel [Androgel],Drug,RxNorm,Quant Branded Drug,S,1597130,2015-03-02,2099-12-31,NA
568573,725131,mirtazapine,Drug,RxNorm,Ingredient,S,15996,1970-01-01,2099-12-31,NA
569201,46221574,0.8 ML filgrastim-sndz 0.6 MG/ML Prefilled Syringe [Zarxio],Drug,RxNorm,Quant Branded Drug,S,1605075,2015-05-04,2099-12-31,NA
569210,46221581,insulin isophane,Drug,RxNorm,Ingredient,S,1605101,2015-05-04,2099-12-31,NA
569658,1125315,acetaminophen,Drug,RxNorm,Ingredient,S,161,1970-01-01,2099-12-31,NA
569839,46234346,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule",Drug,RxNorm,Clinical Drug,S,1648755,2015-07-06,2099-12-31,NA
570015,46234500,filgrastim Injection,Drug,RxNorm,Clinical Drug Form,S,1649943,2015-07-06,2099-12-31,NA
570027,46234511,1.6 ML filgrastim 0.3 MG/ML Injection [Neupogen],Drug,RxNorm,Quant Branded Drug,S,1649964,2015-07-06,2099-12-31,NA
570845,46275601,40 ML methotrexate 25 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1655956,2015-09-08,2099-12-31,NA
570926,46275719,sacubitril,Drug,RxNorm,Ingredient,S,1656328,2015-09-08,2099-12-31,NA
570943,46275729,sacubitril 24 MG / valsartan 26 MG Oral Tablet [Entresto],Drug,RxNorm,Branded Drug,S,1656346,2015-09-08,2099-12-31,NA
571078,46275993,influenza A virus (H1N1) antigen,Drug,RxNorm,Ingredient,S,1657128,2015-09-08,2099-12-31,NA
571081,46275996,influenza A virus (H3N2) antigen,Drug,RxNorm,Ingredient,S,1657131,2015-09-08,2099-12-31,NA
571084,46275999,influenza B virus antigen,Drug,RxNorm,Ingredient,S,1657134,2015-09-08,2099-12-31,NA
571474,46275242,0.5 ML hepatitis B surface antigen vaccine 0.01 MG/ML Injection [Recombivax],Drug,RxNorm,Quant Branded Drug,S,1658155,2015-09-08,2099-12-31,NA
571512,46275280,50 ML magnesium sulfate 40 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1658259,2015-09-08,2099-12-31,NA
571514,46275282,100 ML magnesium sulfate 40 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1658262,2015-09-08,2099-12-31,NA
571592,46275349,0.5 ML Streptococcus pneumoniae type 1 capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 10A capsular polysaccharide antigen 0.05 MG/ML / Streptococcus pneumoniae type 11A capsular polysaccharide antigen 0.05 MG/ML / Streptococ...,Drug,RxNorm,Quant Branded Drug,S,1658472,2015-09-08,2099-12-31,NA
571628,46275378,"500 ML heparin sodium, porcine 2 UNT/ML Injection",Drug,RxNorm,Quant Clinical Drug,S,1658692,2015-09-08,2099-12-31,NA
571647,46275400,"250 ML heparin sodium, porcine 100 UNT/ML Injection",Drug,RxNorm,Quant Clinical Drug,S,1658717,2015-09-08,2099-12-31,NA
571677,46275430,piperacillin 2000 MG / tazobactam 250 MG Injection [Zosyn],Drug,RxNorm,Branded Drug,S,1659134,2015-09-08,2099-12-31,NA
571694,46275446,piperacillin 4000 MG / tazobactam 500 MG Injection [Zosyn],Drug,RxNorm,Branded Drug,S,1659151,2015-09-08,2099-12-31,NA
571754,46275516,ceftazidime 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1659283,2015-09-08,2099-12-31,NA
571758,46275520,ceftazidime 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1659287,2015-09-08,2099-12-31,NA
571778,46275616,ampicillin 1000 MG / sulbactam 500 MG Injection,Drug,RxNorm,Clinical Drug,S,1659592,2015-09-08,2099-12-31,NA
571784,46275622,ampicillin 2000 MG / sulbactam 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1659598,2015-09-08,2099-12-31,NA
571816,46275647,0.5 ML influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0...,Drug,RxNorm,Quant Branded Drug,S,1659737,2015-09-08,2099-12-31,NA
571893,46275794,1 ML naloxone hydrochloride 0.4 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1659929,2015-09-08,2099-12-31,NA
571947,46275916,1 ML epinephrine 1 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1660014,2015-09-08,2099-12-31,NA
571949,46275918,1 ML epinephrine 1 MG/ML Injection [Adrenalin],Drug,RxNorm,Quant Branded Drug,S,1660016,2015-09-08,2099-12-31,NA
572193,46276327,300 ML linezolid 2 MG/ML Injection [Zyvox],Drug,RxNorm,Quant Branded Drug,S,1662286,2015-09-08,2099-12-31,NA
572202,46276333,3 ML amiodarone hydrochloride 50 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1663224,2015-09-08,2099-12-31,NA
572405,46287312,aztreonam 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1664986,2015-10-05,2099-12-31,NA
572421,46287328,ceftriaxone 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665021,2015-10-05,2099-12-31,NA
572423,46287330,ceftriaxone 1000 MG Injection [Rocephin],Drug,RxNorm,Branded Drug,S,1665023,2015-10-05,2099-12-31,NA
572428,46287335,ceftriaxone 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665046,2015-10-05,2099-12-31,NA
572431,46287338,cefazolin 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665050,2015-10-05,2099-12-31,NA
572438,46287345,cefazolin 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665060,2015-10-05,2099-12-31,NA
572442,46287349,cefepime 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665088,2015-10-05,2099-12-31,NA
572447,46287354,cefepime 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1665093,2015-10-05,2099-12-31,NA
572475,46287382,100 ML ciprofloxacin 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1665210,2015-10-05,2099-12-31,NA
572477,46287384,200 ML ciprofloxacin 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1665212,2015-10-05,2099-12-31,NA
572519,46287424,1 ML ketorolac tromethamine 30 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1665461,2015-10-05,2099-12-31,NA
572541,46287440,50 ML levofloxacin 5 MG/ML Injection [Levaquin],Drug,RxNorm,Quant Branded Drug,S,1665504,2015-10-05,2099-12-31,NA
572553,46287449,150 ML levofloxacin 5 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1665515,2015-10-05,2099-12-31,NA
572554,46287450,150 ML levofloxacin 5 MG/ML Injection [Levaquin],Drug,RxNorm,Quant Branded Drug,S,1665516,2015-10-05,2099-12-31,NA
572657,46287545,1 ML phenylephrine hydrochloride 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1666372,2015-10-05,2099-12-31,NA
572734,46287615,1 ML atropine sulfate 0.4 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1666781,2015-10-05,2099-12-31,NA
572737,46287618,2 ML midazolam 1 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1666798,2015-10-05,2099-12-31,NA
572937,35603389,azithromycin 500 MG Injection,Drug,RxNorm,Clinical Drug,S,1668238,2016-05-02,2099-12-31,NA
572942,35603394,calcium gluconate Injection,Drug,RxNorm,Clinical Drug Form,S,1668247,2016-05-02,2099-12-31,NA
572945,35603397,10 ML calcium gluconate 100 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1668250,2016-05-02,2099-12-31,NA
572949,35603401,erythromycin lactobionate 500 MG Injection [Erythrocin],Drug,RxNorm,Branded Drug,S,1668267,2016-05-02,2099-12-31,NA
572981,929435,acetazolamide,Drug,RxNorm,Ingredient,S,167,1970-01-01,2099-12-31,NA
573015,35602744,1 ML vitamin K1 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1670192,2016-05-02,2099-12-31,NA
573023,35602752,2 ML fosphenytoin sodium 75 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1670200,2016-05-02,2099-12-31,NA
573024,35602753,2 ML fosphenytoin sodium 75 MG/ML Injection [Cerebyx],Drug,RxNorm,Quant Branded Drug,S,1670201,2016-05-02,2099-12-31,NA
573053,35602775,2 ML phenytoin sodium 50 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1670351,2016-05-02,2099-12-31,NA
573054,35602776,phenytoin sodium 50 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,1670352,2016-05-02,2099-12-31,NA
573229,929887,lansoprazole,Drug,RxNorm,Ingredient,S,17128,1970-01-01,2099-12-31,NA
573384,35603034,20 ML 6-aminocaproic acid 250 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1718760,2016-05-02,2099-12-31,NA
573395,35603045,100 ML dexmedetomidine 0.004 MG/ML Injection [Precedex],Drug,RxNorm,Quant Branded Drug,S,1718910,2016-05-02,2099-12-31,NA
573512,35603224,10 ML furosemide 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1719286,2016-05-02,2099-12-31,NA
573514,35603226,2 ML furosemide 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1719290,2016-05-02,2099-12-31,NA
573515,35603227,4 ML furosemide 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1719291,2016-05-02,2099-12-31,NA
573526,35603238,1 ML haloperidol 5 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1719646,2016-05-02,2099-12-31,NA
573827,35605311,200 ML fluconazole 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1721314,2016-05-02,2099-12-31,NA
573828,35605312,100 ML fluconazole 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1721315,2016-05-02,2099-12-31,NA
573867,35605343,ampicillin 2000 MG Injection,Drug,RxNorm,Clinical Drug,S,1721476,2016-05-02,2099-12-31,NA
573950,35605564,epoetin alfa Injection,Drug,RxNorm,Clinical Drug Form,S,1721637,2016-05-02,2099-12-31,NA
573968,35605582,1 ML epoetin alfa 10000 UNT/ML Injection [Procrit],Drug,RxNorm,Quant Branded Drug,S,1721690,2016-05-02,2099-12-31,NA
574131,35606001,meropenem 500 MG Injection,Drug,RxNorm,Clinical Drug,S,1722934,2016-05-02,2099-12-31,NA
574134,35606004,meropenem 500 MG Injection [Merrem],Drug,RxNorm,Branded Drug,S,1722937,2016-05-02,2099-12-31,NA
574136,35606006,meropenem 1000 MG Injection,Drug,RxNorm,Clinical Drug,S,1722939,2016-05-02,2099-12-31,NA
574138,35606008,meropenem 1000 MG Injection [Merrem],Drug,RxNorm,Branded Drug,S,1722941,2016-05-02,2099-12-31,NA
574192,35606204,1 ML desmopressin acetate 0.004 MG/ML Injection [DDAVP],Drug,RxNorm,Quant Branded Drug,S,1723234,2016-05-02,2099-12-31,NA
574205,35606217,1 ML diphenhydramine hydrochloride 50 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1723740,2016-05-02,2099-12-31,NA
574329,35603600,1 ML hydromorphone hydrochloride 2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1724276,2016-05-02,2099-12-31,NA
574356,35603626,5 ML hydromorphone hydrochloride 10 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1724340,2016-05-02,2099-12-31,NA
574366,35603636,1 ML hydromorphone hydrochloride 1 MG/ML Cartridge,Drug,RxNorm,Quant Clinical Drug,S,1724383,2016-05-02,2099-12-31,NA
574400,35603805,1 ML hydromorphone hydrochloride 2 MG/ML Cartridge,Drug,RxNorm,Quant Clinical Drug,S,1724644,2016-05-02,2099-12-31,NA
574858,35604843,morphine sulfate 1 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,1728802,2016-05-02,2099-12-31,NA
574943,35604998,1 ML morphine sulfate 2 MG/ML Cartridge,Drug,RxNorm,Quant Clinical Drug,S,1729197,2016-05-02,2099-12-31,NA
574948,35605003,2 ML enalaprilat 1.25 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1729205,2016-05-02,2099-12-31,NA
575135,35605594,fosaprepitant,Drug,RxNorm,Ingredient,S,1731071,2016-05-02,2099-12-31,NA
575146,35605604,fosaprepitant 150 MG Injection [Emend Injection],Drug,RxNorm,Branded Drug,S,1731082,2016-05-02,2099-12-31,NA
575214,35605815,2 ML glycopyrrolate 0.2 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1731590,2016-05-02,2099-12-31,NA
575215,35605816,2 ML glycopyrrolate 0.2 MG/ML Injection [Robinul],Drug,RxNorm,Quant Branded Drug,S,1731591,2016-05-02,2099-12-31,NA
575244,35605844,1 ML morphine sulfate 4 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1732006,2016-05-02,2099-12-31,NA
575258,35605858,1 ML morphine sulfate 5 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1732136,2016-05-02,2099-12-31,NA
575259,35605859,morphine sulfate 5 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,1732137,2016-05-02,2099-12-31,NA
575500,35606491,ertapenem 1000 MG Injection [Invanz],Drug,RxNorm,Branded Drug,S,1734686,2016-05-02,2099-12-31,NA
575531,35606521,10 ML acyclovir 50 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1734932,2016-05-02,2099-12-31,NA
575548,35603428,2 ML fentanyl 0.05 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1735003,2016-05-02,2099-12-31,NA
575549,35603429,fentanyl 0.05 MG/ML Injection,Drug,RxNorm,Clinical Drug,S,1735004,2016-05-02,2099-12-31,NA
575553,35603433,50 ML fentanyl 0.05 MG/ML Injection,Drug,RxNorm,Quant Clinical Drug,S,1735013,2016-05-02,2099-12-31,NA
